"V2" "V3" "V4"
"HMEL030577g1" 1 2 1
"HMEL030433g1" 0 0 0
"HMEL013658g2" 0 4 0
"HMEL013658g3" 175 452 321
"HMEL009933g1" 308 912 838
"HMEL008637g1" 54 233 181
"HMEL031926g1" 12 54 205
"HMEL012383g1" 238 788 764
"HMEL036581g1" 41 130 171
"HMEL035285g1" 392 2749 1198
"HMEL035141g1" 216 965 869
"HMEL012912g1" 1 1 1
"HMEL011616g1" 15 72 97
"HMEL007362g1" 821 2297 1757
"HMEL005246g1" 154 618 605
"HMEL006686g1" 176 894 807
"HMEL037930g1" 0 0 0
"HMEL036778g1" 1 4 6
"HMEL036634g1" 0 1 2
"HMEL035338g1" 11791 33196 22687
"HMEL017091g1" 0 1 3
"HMEL033190g1" 0 0 0
"HMEL006739g1" 0 4 1
"HMEL017288g1" 1 9 5
"HMEL017144g1" 155 636 484
"HMEL017000g1" 1549 7503 7903
"HMEL010485g1" 40 265 309
"HMEL034683g1" 0 0 0
"HMEL033387g1" 112 481 551
"HMEL033243g1" 3 12 3
"HMEL020070g1" 85 290 288
"HMEL017000g2" 350 1884 2408
"HMEL017817g1" 8 10 1
"HMEL004500g1" 3 22 31
"HMEL004644g1" 4 4 13
"HMEL003348g1" 197 814 821
"HMEL034736g1" 0 0 0
"HMEL015193g1" 2 4 60
"HMEL004500g2" 15 59 87
"HMEL038095g1" 329 1418 1233
"HMEL031292g1" 76 379 273
"HMEL004500g3" 1961 5316 4193
"HMEL017982g1" 4 11 7
"HMEL016686g1" 1 10 28
"HMEL016542g1" 162 949 737
"HMEL008056g1" 18 20 11
"HMEL002073g1" 436 1894 1712
"HMEL038148g1" 15 46 121
"HMEL038004g1" 0 0 0
"HMEL032785g1" 68 325 347
"HMEL032641g1" 161 561 569
"HMEL031489g1" 0 0 0
"HMEL031345g1" 0 0 2
"HMEL031201g1" 0 2 5
"HMEL030049g1" 193 505 475
"HMEL016686g2" 290 1524 1808
"HMEL009549g1" 567 2575 3133
"HMEL008109g1" 37 161 125
"HMEL032838g1" 0 2 3
"HMEL014591g1" 7 76 65
"HMEL013295g1" 0 0 0
"HMEL013151g1" 67 242 107
"HMEL037493g1" 80 198 504
"HMEL036197g1" 9 32 31
"HMEL036053g1" 51 138 78
"HMEL030690g1" 0 0 0
"HMEL015940g1" 283 1505 1351
"HMEL014644g1" 563 1864 1711
"HMEL014500g1" 71 254 253
"HMEL013824g1" 32 103 90
"HMEL007598g1" 974 4574 4005
"HMEL006014g1" 0 0 0
"HMEL037546g1" 89 592 574
"HMEL037402g1" 0 0 0
"HMEL036106g1" 309 1179 1502
"HMEL030887g1" 1 4 3
"HMEL030743g1" 161 513 378
"HMEL006014g2" 1 0 0
"HMEL006014g3" 3 15 15
"HMEL006014g4" 2 1 6
"HMEL007507g1" 0 1 0
"HMEL012693g1" 733 2130 1879
"HMEL011397g1" 2 1 50
"HMEL036891g1" 0 0 0
"HMEL035595g1" 0 0 0
"HMEL035451g1" 82 261 283
"HMEL034299g1" 0 0 0
"HMEL034155g1" 0 3 1
"HMEL034011g1" 26 118 156
"HMEL011926g1" 41 136 98
"HMEL006852g1" 18 86 114
"HMEL005412g1" 152 522 516
"HMEL004116g1" 137 648 974
"HMEL036944g1" 6 24 37
"HMEL036800g1" 4 23 12
"HMEL035648g1" 84 343 265
"HMEL035504g1" 0 0 0
"HMEL034208g1" 3 13 1
"HMEL021035g1" 35 79 112
"HMEL005412g2" 96 308 363
"HMEL032060g1" 36 181 141
"HMEL005609g1" 62 262 245
"HMEL017598g1" 12 136 168
"HMEL004281g1" 23 119 86
"HMEL034993g1" 495 2783 2847
"HMEL033697g1" 0 0 0
"HMEL033553g1" 3 4 2
"HMEL032257g1" 0 0 0
"HMEL032113g1" 0 0 0
"HMEL003658g1" 0 4 4
"HMEL002218g1" 0 1 0
"HMEL004810g1" 10 23 77
"HMEL004954g1" 86 419 406
"HMEL034902g1" 2 5 38
"HMEL033606g1" 1 0 0
"HMEL020577g1" 14 23 29
"HMEL030162g1" 0 1 0
"HMEL016996g1" 38 149 180
"HMEL015556g1" 0 1 2
"HMEL015412g1" 135 535 363
"HMEL014736g1" 677 2550 2220
"HMEL009186g1" 509 2736 3469
"HMEL009042g1" 42 124 150
"HMEL008366g1" 35 100 129
"HMEL008222g1" 15 90 83
"HMEL002383g1" 1 3 8
"HMEL037018g1" 0 0 0
"HMEL032951g1" 0 5 8
"HMEL031799g1" 0 0 0
"HMEL031655g1" 26 69 26
"HMEL031511g1" 0 0 1
"HMEL030359g1" 1 5 2
"HMEL030215g1" 19 85 100
"HMEL015412g2" 69 246 166
"HMEL009715g1" 9 32 34
"HMEL008419g1" 238 1061 1137
"HMEL031708g1" 0 0 0
"HMEL013461g1" 1339 4889 3605
"HMEL012021g1" 1 1 4
"HMEL010049g1" 3 57 3
"HMEL007091g1" 228 1610 782
"HMEL036363g1" 0 1 1
"HMEL035067g1" 65 293 206
"HMEL012021g2" 0 0 0
"HMEL012021g3" 0 5 15
"HMEL014954g1" 37 424 421
"HMEL014810g1" 92 464 435
"HMEL008584g1" 47 186 208
"HMEL008440g1" 4 32 31
"HMEL007620g1" 13 44 56
"HMEL006468g1" 4784 14664 12474
"HMEL037856g1" 0 1 4
"HMEL037712g1" 222 1280 1316
"HMEL036416g1" 0 0 0
"HMEL010070g1" 0 0 0
"HMEL007817g1" 46 222 194
"HMEL037909g1" 0 0 0
"HMEL011563g1" 0 7 0
"HMEL010123g1" 48 189 155
"HMEL035761g1" 0 7 0
"HMEL034465g1" 0 0 0
"HMEL034321g1" 0 0 0
"HMEL033169g1" 4 20 13
"HMEL033025g1" 0 0 0
"HMEL021292g1" 0 0 0
"HMEL010123g2" 234 565 493
"HMEL007982g1" 2 50 43
"HMEL004426g1" 170 1139 1858
"HMEL035958g1" 398 1445 1242
"HMEL035814g1" 0 3 7
"HMEL034518g1" 18 82 65
"HMEL016271g1" 248 1283 1273
"HMEL007982g2" 128 481 577
"HMEL032370g1" 167 563 516
"HMEL031074g1" 7 25 19
"HMEL017620g1" 99 583 479
"HMEL016468g1" 1 2 4
"HMEL016324g1" 486 2873 1404
"HMEL015504g1" 48 265 286
"HMEL014208g1" 0 0 0
"HMEL009278g1" 10 44 20
"HMEL001035g1" 4287 9867 7295
"HMEL004591g1" 0 0 0
"HmGr64_1" 0 2 13
"HMEL033863g1" 36 112 121
"HMEL032567g1" 0 0 0
"HMEL032423g1" 0 2 0
"HMEL031127g1" 0 0 2
"HMEL006188" 43 257 146
"HMEL003824g1" 105 387 404
"HMEL003968g1" 39 202 174
"HMEL002528g1" 1 8 4
"HMEL033916g1" 12 63 75
"HMEL020887g1" 20 42 66
"HMEL020743g1" 150 505 554
"HMEL014373g1" 113 564 544
"HMEL013077g1" 225 821 1036
"HMEL002528g2" 0 0 0
"HMEL037275g1" 0 2 8
"HMEL037131g1" 8217 29664 25763
"HMEL030472g1" 0 3 4
"HMEL014373g2" 7 45 71
"HMEL013077g2" 16 41 46
"HMEL015866g1" 1 1 3
"HMEL015722g1" 189 748 750
"HMEL014902g1" 44 196 178
"HMEL013606g1" 322 1811 1559
"HMEL009496g1" 135 376 385
"HMEL009352g1" 0 0 0
"HMEL008532g1" 70 302 283
"HMEL007236g1" 221 842 827
"HMEL037328g1" 0 0 0
"HMEL031965g1" 0 0 0
"HMEL031821g1" 125 389 249
"HMEL030669g1" 1 2 15
"HMEL030525g1" 1 7 8
"HMEL014902g2" 99 393 422
"HMEL035180g1" 0 2 0
"HMEL012475g1" 47 206 180
"HMEL011179g1" 538 1111 805
"HMEL011035g1" 0 0 0
"HMEL010215g1" 106 500 480
"HMEL036673g1" 0 2 1
"HMEL035377g1" 15 93 176
"HMEL035233g1" 730 3688 3912
"HMEL006634g1" 153 950 917
"HMEL036726g1" 54 164 166
"HMEL015379" 121 512 306
"HMEL010380g1" 0 0 0
"HMEL033282g1" 44 253 285
"HMEL010380g2" 0 0 0
"HMEL016416g1" 29 125 121
"HMEL011873g1" 56 148 98
"HMEL010433g1" 301 1111 465
"HMEL004063g1" 142 843 972
"HMEL034775g1" 20 83 77
"HMEL034631g1" 1 12 20
"HMEL033479g1" 0 0 0
"HMEL033335g1" 0 0 0
"HMEL032039g1" 0 0 0
"HMEL011873g2" 357 934 646
"HMEL010433g2" 43 202 231
"HMEL017909g1" 277 874 682
"HMEL004736g1" 67 382 342
"HMEL034828g1" 79 628 575
"HMEL016581g1" 87 471 553
"HMEL015285g1" 29 89 115
"HMEL015141g1" 178 627 541
"HMEL038187g1" 2 1 1
"HMEL038043g1" 1 1 2
"HMEL032680g1" 84 393 327
"HMEL031384g1" 0 1 1
"HMEL031240g1" 447 2469 3175
"HMEL030088g1" 1 3 10
"HMEL016581g2" 73 228 247
"HMEL015141g2" 51 286 236
"HMEL015958g1" 6 5 7
"HMEL014518g1" 5 15 443
"HMEL009300g1" 59 257 255
"HMEL008148g1" 7 14 29
"HMEL003461g1" 383 1364 2019
"HMEL000049g1" 7 17 18
"HMEL002165g1" 69 401 321
"HMEL032877g1" 47 217 318
"HMEL032733g1" 244 907 986
"HMEL031437g1" 0 0 0
"HMEL003461g2" 121 321 313
"HMEL036092g1" 45 198 148
"HMEL002838g1" 0 0 0
"HMEL013387g1" 51 193 217
"HMEL013243g1" 2 3 2
"HMEL037585g1" 1 0 0
"HMEL037441g1" 8 16 6
"HMEL036289g1" 71 244 183
"HMEL036145g1" 0 0 0
"HMEL036001g1" 0 0 0
"HMEL030782g1" 666 3619 3705
"HMEL013916g1" 0 0 3
"HMEL009662g1" 0 1 0
"HMEL008986g1" 7 22 72
"HMEL008842g1" 121 539 698
"HMEL007546g1" 7 27 22
"HMEL037638g1" 7 33 27
"HMEL030979g1" 0 0 0
"HMEL030835g1" 0 0 1
"HMEL011292g1" 119 451 342
"HMEL008986g2" 43 170 128
"HMEL008842g2" 44 196 121
"HMEL035490g1" 4 2 3
"HMEL034194g1" 0 0 0
"HMEL034050g1" 14 56 80
"HMEL018004g1" 0 4 5
"HMEL012641g1" 34 335 263
"HMEL011489g1" 734 2752 1944
"HMEL011345g1" 134 384 289
"HMEL011201g1" 3283 12128 11497
"HMEL006271g1" 186 740 623
"HMEL036983g1" 0 0 0
"HMEL035687g1" 0 0 0
"HMEL035543g1" 0 0 0
"HMEL034247g1" 39 322 173
"HMEL034103g1" 6 9 15
"HMEL012641g2" 3 26 25
"HMEL006271g2" 0 0 5
"HMEL006944g1" 0 0 0
"HMEL006800g1" 280 827 705
"HMEL005504g1" 33 209 123
"HMEL022567g1" 0 0 0
"HMEL016053g1" 1 2 3
"HMEL006944g2" 24 163 136
"HMEL033592g1" 15 51 104
"HMEL032296g1" 9 55 25
"HMEL032152g1" 27 302 228
"HMEL017402g1" 1 6 11
"HMEL016726g1" 93 205 548
"HMEL010887g1" 200 1428 1570
"HMEL010743g1" 42 174 128
"HMEL002113g1" 9 18 6
"HMEL034941g1" 0 0 0
"HMEL033789g1" 0 0 0
"HMEL033645g1" 0 0 0
"HMEL033501g1" 0 0 0
"HMEL032349g1" 4 39 33
"HMEL032205g1" 16 37 2
"HMEL021821g1" 4 19 17
"HMEL016891g1" 0 0 0
"HMEL014299g1" 2425 8674 5925
"HMEL014011g1" 1 10 10
"HMEL009081g1" 2296 6301 5061
"HMEL037057g1" 87 442 441
"HMEL032990g1" 7 42 19
"HMEL031694g1" 73 291 408
"HMEL031550g1" 0 0 0
"HMEL030398g1" 79 383 258
"HMEL030254g1" 0 0 0
"HMEL030110g1" 3 8 0
"HMEL016800g1" 581 2907 3774
"HMEL014828g1" 2 3 2
"HMEL009754g1" 870 5193 4320
"HMEL007018g1" 646 3515 3858
"HMEL003771g1" 14 82 47
"HMEL002475g1" 8 87 68
"HMEL031747g1" 0 3 0
"HMEL031603g1" 311 981 694
"HMEL030307g1" 0 0 0
"HMEL014828g2" 168 1067 1234
"HMEL012060g1" 72 383 500
"HMEL009754g2" 0 0 0
"HMEL002475g2" 21 62 59
"HMEL009807g1" 0 0 0
"HMEL014993g1" 379 1205 1138
"HMEL013553g1" 139 679 574
"HMEL012257g1" 228 531 409
"HMEL012113g1" 1734 6397 6108
"HMEL007183g1" 77 294 302
"HMEL037895g1" 73 227 190
"HMEL037751g1" 226 1056 1158
"HMEL036599g1" 0 0 0
"HMEL036455g1" 0 1 0
"HMEL036311g1" 0 0 0
"HMEL035159g1" 10 33 18
"HMEL035015g1" 0 0 3
"HMEL012113g2" 232 844 794
"HMEL007712g1" 1 22 33
"HMEL006416g1" 267 1069 759
"HMEL037948g1" 30 105 98
"HMEL037804g1" 0 0 0
"HMEL036508g1" 0 0 0
"HMEL010162g1" 542 2791 2460
"HMEL034360g1" 2 0 0
"HMEL033064g1" 0 0 0
"HMEL014519" 18993 61245 44800
"HMEL007909g1" 93 262 331
"HMEL012951g1" 1 2 7
"HMEL011799g1" 40 41 3
"HMEL011655g1" 11780 35739 26706
"HMEL011511g1" 78 237 332
"HMEL005141g1" 23 123 89
"HMEL005285g1" 41 42 48
"HMEL035997g1" 0 0 0
"HMEL035853g1" 0 1 1
"HMEL034557g1" 8 27 24
"HMEL034413g1" 5 7 32
"HMEL033117g1" 279 1133 793
"HMEL021240g1" 78 199 218
"HMEL005285g2" 74 172 229
"HMEL015380" 61 310 152
"HMEL015381" 9 76 36
"HMEL007930g1" 121 353 237
"HMEL005814g1" 184 636 450
"HMEL004518g1" 5 6 20
"HMEL035906g1" 6 4 4
"HMEL016363g1" 73 387 530
"HMEL015382" 7 46 20
"HMEL032462g1" 0 0 0
"HMEL031166g1" 0 0 2
"HMEL031022g1" 75 413 320
"HMEL002567g1" 354 1266 789
"HMEL003243g1" 45 237 221
"HMEL003387g1" 9 13 20
"HmGr12_1" 0 0 0
"HMEL033955g1" 6 8 9
"HMEL033811g1" 396 1161 1142
"HMEL032659g1" 1847 6023 8593
"HMEL032515g1" 2 3 5
"HMEL031219g1" 11 19 1
"HMEL026001g1" 0 0 0
"HMEL020782g1" 32 234 270
"HMEL003243g2" 112 446 501
"HMEL037170g1" 45 296 364
"HMEL003916g1" 1 1 3
"HMEL020979g1" 216 1762 1024
"HMEL020835g1" 562 2457 2205
"HMEL015761g1" 42 187 200
"HMEL012349g1" 29 134 136
"HMEL012205g1" 25 27 10
"HMEL009391g1" 297 1249 701
"HMEL008095g1" 10 7 20
"HMEL037367g1" 0 0 0
"HMEL037223g1" 0 5 4
"HMEL031860g1" 0 0 0
"HMEL030564g1" 43 127 34
"HMEL030420g1" 2 7 1
"HMEL008624g1" 98 332 251
"HMEL007328g1" 139 495 363
"HMEL002641g1" 164 427 305
"HMEL002785g1" 7 12 4
"HMEL031913g1" 647 2369 2279
"HMEL030617g1" 292 1338 1405
"HMEL012370g1" 0 0 0
"HMEL011074g1" 33 103 46
"HMEL035272g1" 38 290 274
"HMEL012370g2" 0 1 0
"HMEL012370g3" 0 1 3
"HMEL013863g1" 1 1 1
"HMEL012567g1" 28 133 158
"HMEL012423g1" 101 338 277
"HMEL007493g1" 10 45 39
"HMEL006197g1" 20 50 59
"HMEL036765g1" 10 33 60
"HMEL036621g1" 3 20 1
"HMEL035469g1" 12 103 90
"HMEL035325g1" 4 11 4
"HMEL034029g1" 986 2501 1921
"HMEL012423g2" 23 81 82
"HMEL036818g1" 313 1008 896
"HMEL010472g1" 612 3030 2114
"HMEL034670g1" 3 4 9
"HMEL033374g1" 1 0 0
"HMEL033230g1" 204 738 440
"HMEL032078g1" 0 0 1
"HMEL010472g2" 243 811 438
"HMEL017948g1" 228 872 837
"HMEL011965g1" 35 125 97
"HMEL010669g1" 0 0 0
"HMEL010525g1" 5 6 7
"HMEL004011g1" 53 263 238
"HMEL004155g1" 117 516 328
"HMEL003479g1" 0 0 0
"HMEL005451g1" 226 835 1006
"HMEL034867g1" 0 0 0
"HMEL034723g1" 17 42 49
"HMEL033427g1" 1 2 2
"HMEL021694g1" 0 1 0
"HMEL015180g1" 201 868 768
"HMEL003479g2" 270 637 112
"HMEL038082g1" 1 11 4
"HMEL021694g2" 2 3 2
"HMEL021747g1" 2 14 4
"HMEL015233g1" 274 1199 1382
"HMEL002060g1" 100 403 662
"HMEL038135g1" 0 0 0
"HMEL032772g1" 11 41 146
"HMEL031476g1" 0 0 0
"HMEL031332g1" 0 0 1
"HMEL030036g1" 0 0 0
"HMEL009536g1" 31 86 57
"HMEL002733g1" 2026 7327 6230
"HMEL003697g1" 273 1031 869
"HMEL032969g1" 0 0 0
"HMEL032825g1" 0 0 0
"HMEL031529g1" 0 0 0
"HMEL025015g1" 84 328 382
"HMEL037480g1" 115 810 860
"HMEL036184g1" 0 0 0
"HMEL036040g1" 0 0 0
"HMEL014631g1" 240 958 1127
"HMEL013335g1" 213 754 805
"HMEL011219g1" 170 765 415
"HMEL037677g1" 0 2 0
"HMEL037533g1" 191 902 488
"HMEL036237g1" 0 6 10
"HMEL030874g1" 2 6 21
"HMEL030730g1" 0 0 0
"HMEL008934g1" 775 4325 2911
"HMEL030927g1" 0 0 0
"HMEL018043g1" 25 233 209
"HMEL012680g1" 134 651 641
"HMEL011384g1" 6 5 69
"HMEL011240g1" 0 13 10
"HMEL010088g1" 79 443 441
"HMEL035582g1" 9 128 144
"HMEL034286g1" 0 0 11
"HMEL034142g1" 5 34 13
"HMEL011384g2" 797 4155 14933
"HMEL010088g2" 142 668 692
"HMEL012877g1" 2 8 1
"HMEL004103g1" 13 25 1
"HMEL006363g1" 71 367 337
"HMEL036931g1" 0 0 0
"HMEL035779g1" 0 0 0
"HMEL035635g1" 6 10 16
"HMEL034339g1" 0 0 0
"HMEL016092g1" 101 439 346
"HMEL032191g1" 0 0 0
"HMEL017585g1" 147 605 619
"HMEL034980g1" 0 0 1
"HMEL033684g1" 93 337 388
"HMEL033540g1" 308 1325 1237
"HMEL032388g1" 37 60 106
"HMEL032244g1" 421 2142 2634
"HMEL032100g1" 1 13 1
"HMEL010979g1" 4 2 0
"HMEL009008g1" 59 181 157
"HMEL002205g1" 106 455 581
"HMEL002349g1" 0 3 11
"HMEL004321g1" 626 2556 2134
"HMEL005761g1" 17 124 141
"HMEL033737g1" 0 0 0
"HMEL020564g1" 0 0 1
"HMEL020420g1" 0 5 2
"HMEL015490g1" 55 223 203
"HMEL014194g1" 24 77 103
"HMEL002349g2" 78 379 484
"HMEL005761g2" 24 46 50
"HMEL037096g1" 4 23 35
"HMEL030293g1" 7 19 8
"HMEL020420g2" 13 112 431
"HMEL020420g3" 0 4 0
"HMEL020420g4" 7 4 8
"HMEL021913g1" 0 0 0
"HMEL015543g1" 33 98 74
"HMEL009173g1" 0 0 0
"HMEL037149g1" 192 368 1023
"HMEL037005g1" 114 390 250
"HMEL031786g1" 66 178 115
"HMEL031642g1" 124 484 525
"HMEL030346g1" 4 4 1
"HMEL030202g1" 101 301 334
"HMEL009173g2" 2 12 7
"HMEL009846g1" 96 391 393
"HMEL008406g1" 7 3 0
"HMEL003863g1" 1 53 72
"HMEL031839g1" 0 0 0
"HMEL013592g1" 1 0 0
"HMEL012152g1" 27 97 104
"HMEL009846g2" 422 1451 1133
"HMEL003863g2" 19 104 101
"HMEL037790g1" 0 0 0
"HMEL036494g1" 124 822 642
"HMEL036350g1" 0 0 0
"HMEL035198g1" 4 6 22
"HMEL035054g1" 0 0 2
"HMEL003863g3" 0 11 1
"HMEL013645g1" 6 0 0
"HMEL013501g1" 2 2 2
"HMEL008571g1" 45 131 161
"HMEL007275g1" 175 753 940
"HMEL005015g1" 83 398 287
"HMEL037987g1" 381 829 2675
"HMEL037843g1" 355 1430 1341
"HMEL036547g1" 4 1 14
"HMEL036403g1" 0 0 0
"HMEL035107g1" 2 0 0
"HMEL022078g1" 1 3 4
"HMEL013645g2" 2 0 4
"HMEL017057g1" 227 822 739
"HMEL010398g1" 0 1 0
"HMEL010254g1" 0 6 7
"HMEL035892g1" 1 10 51
"HMEL034596g1" 0 0 0
"HMEL034452g1" 0 27 39
"HMEL033156g1" 0 0 0
"HMEL033012g1" 0 0 0
"HMEL011747g1" 928 3828 3944
"HMEL011603g1" 101 273 152
"HMEL004557g1" 1 18 12
"HMEL006673g1" 492 1598 1600
"HMEL003117g1" 0 5 0
"HMEL005377g1" 5848 25294 14811
"HMEL035945g1" 1 2 2
"HMEL035801g1" 93 556 369
"HMEL034649g1" 0 0 0
"HMEL034505g1" 1 11 17
"HMEL033209g1" 0 0 0
"HMEL031061g1" 6 6 8
"HMEL006663" 0 1 3
"HMEL021529g1" 1337 5031 5895
"HMEL017751g1" 116 333 347
"HMEL016599g1" 43 115 39
"HMEL016311g1" 25 90 89
"HMEL015159g1" 63 492 573
"HMEL006666" 0 1 0
"HMEL003282g1" 109 399 309
"HmGr51_1" 1 3 2
"HMEL033994g1" 0 0 0
"HMEL033850g1" 15 65 72
"HMEL032698g1" 0 0 0
"HMEL032554g1" 5 14 40
"HMEL032410g1" 7 42 46
"HMEL031258g1" 44 196 183
"HMEL031114g1" 2 0 1
"HMEL016311g2" 0 0 2
"HMEL015159g2" 248 1227 1143
"HMEL016311g3" 0 2 0
"HMEL009318g1" 55 428 390
"HMEL002515g1" 227 1384 1586
"HMEL003811g1" 153 636 490
"HMEL003955g1" 97 520 489
"HMEL033903g1" 2 13 15
"HMEL032607g1" 3 16 36
"HMEL014360g1" 169 748 699
"HMEL013064g1" 425 1122 1534
"HMEL037262g1" 14 48 33
"HMEL015997g1" 1508 10515 4394
"HMEL015853g1" 146 892 1026
"HMEL014557g1" 180 455 281
"HMEL014413g1" 193 730 730
"HMEL009483g1" 0 0 0
"HMEL008187g1" 8 47 8
"HMEL037459g1" 102 325 320
"HMEL037315g1" 22 82 23
"HMEL036019g1" 14 27 7
"HMEL031952g1" 87 340 330
"HMEL030656g1" 5 26 24
"HMEL030512g1" 0 0 1
"HMEL030709g1" 7 0 2
"HMEL012462g1" 0 2 7
"HMEL011166g1" 0 0 1
"HMEL036660g1" 2 23 27
"HMEL035364g1" 22 159 114
"HMEL035220g1" 1961 6326 4472
"HMEL034068g1" 1 5 8
"HMEL022191g1" 7 25 13
"HMEL011166g2" 0 0 0
"HMEL011166g3" 0 0 0
"HMEL011166g4" 0 0 0
"HMEL012659g1" 605 1203 1184
"HMEL011166g5" 0 0 1
"HMEL005325g1" 8 81 120
"HMEL006145g1" 43 142 120
"HMEL036857g1" 78 507 286
"HMEL036713g1" 1 1 1
"HMEL035417g1" 0 2 2
"HMEL022100g1" 5 16 17
"HMEL011166g6" 0 0 1
"HMEL005325g2" 159 1096 1243
"HMEL011166g7" 2 3 4
"HMEL006818g1" 0 0 0
"HMEL017223g1" 531 1933 1665
"HMEL011860g1" 72 166 172
"HMEL010564g1" 93 341 430
"HMEL005490g1" 25 170 272
"HMEL006818g2" 44 238 215
"HMEL004050g1" 33 271 291
"HMEL034762g1" 2235 5396 4574
"HMEL033466g1" 0 0 0
"HMEL033322g1" 0 1 0
"HMEL032026g1" 0 8 11
"HmGr8_1" 0 0 0
"HMEL011913g1" 0 0 0
"HMEL005543g1" 2 36 53
"HMEL004723g1" 34 257 123
"HMEL004867g1" 10 57 120
"HMEL003427g1" 93 482 543
"HMEL034959g1" 2 5 2
"HMEL034815g1" 144 389 382
"HMEL033519g1" 0 2 3
"HMEL021786g1" 0 0 0
"HMEL015272g1" 11 14 223
"HMEL005543g2" 48 119 160
"HMEL038174g1" 4 37 5
"HMEL038030g1" 264 1063 1062
"HMEL031371g1" 1 5 10
"HMEL030075g1" 0 1 0
"HMEL016765g1" 160 628 532
"HMEL016621g1" 112 266 216
"HMEL015325g1" 7 59 49
"HMEL003592g1" 79 184 156
"HMEL002296g1" 108 340 289
"HMEL038227g1" 0 2 1
"HMEL032864g1" 80 181 166
"HMEL032720g1" 3 13 20
"HMEL031568g1" 87 343 266
"HMEL031424g1" 17 33 23
"HMEL030128g1" 591 2605 1635
"HMEL015325g2" 3 20 10
"HMEL003592g2" 0 0 1
"HMEL009628g1" 1 1 2
"HMEL002825g1" 0 0 0
"HMEL004941g1" 10 126 18
"HMEL032917g1" 0 0 0
"HMEL014670g1" 79 476 448
"HMEL013230g1" 22 87 91
"HMEL037572g1" 11 27 17
"HMEL036276g1" 11 65 81
"HMEL036132g1" 0 0 0
"HMEL009235" 3981 13972 11719
"HMEL013427g1" 1 3 1
"HMEL012607g1" 0 0 0
"HMEL009793g1" 0 2 16
"HMEL008497g1" 114 395 269
"HMEL008353g1" 1681 9184 4296
"HMEL007057g1" 55 310 240
"HMEL002990g1" 107 543 376
"HMEL006237g1" 14322 51064 40380
"HMEL037769g1" 0 1 1
"HMEL037625g1" 67 293 204
"HMEL036329g1" 2 14 42
"HMEL030966g1" 1 1 3
"HMEL030822g1" 159 486 447
"HMEL018082g1" 102 284 324
"HMEL008497g2" 143 351 289
"HMEL002990g2" 60 189 199
"HMEL006237g2" 1038 3656 4430
"HMEL034181g1" 26 148 185
"HMEL016019g1" 1 2 5
"HMEL011476g1" 6165 14494 10258
"HMEL010036g1" 28 164 142
"HMEL036970g1" 0 0 0
"HMEL035674g1" 7 277 16
"HMEL035530g1" 0 0 0
"HMEL034378g1" 0 1 1
"HMEL034234g1" 139 407 295
"HMEL012825g1" 0 3 0
"HMEL005779g1" 31 92 145
"HMEL004339g1" 1855 5344 4012
"HMEL006455g1" 119 381 351
"HMEL035727g1" 0 0 1
"HMEL022554g1" 3 57 40
"HMEL017480g1" 1073 6366 5703
"HMEL012825g2" 0 0 0
"HMEL032283g1" 1 21 10
"HMEL022554g2" 4 17 39
"HMEL012825g3" 966 5324 3255
"HMEL022554g3" 117 372 466
"HMEL017533g1" 2 0 0
"HMEL016237g1" 9836 9922 4597
"HMEL010730g1" 62 275 276
"HMEL033776g1" 4 13 7
"HMEL033632g1" 0 0 0
"HMEL032336g1" 16 124 154
"HMEL005809" 1221 4148 3871
"HMEL033829g1" 0 0 0
"HMEL021952g1" 0 1 0
"HMEL015582g1" 106 482 1149
"HMEL014286g1" 0 0 0
"HMEL014142g1" 109 620 578
"HMEL037188g1" 0 0 0
"HMEL037044g1" 132 492 442
"HMEL031681g1" 258 1959 1925
"HMEL030385g1" 38 212 218
"HMEL030241g1" 0 0 0
"HMEL021952g2" 6 20 42
"HMEL015582g2" 440 2404 3868
"HMEL014339g1" 7 45 46
"HMEL013519g1" 145 595 880
"HMEL009265g1" 1566 5125 3914
"HMEL009121g1" 0 0 0
"HMEL002462g1" 8 45 55
"HMEL001022g1" 21 102 75
"HMEL031878g1" 0 0 0
"HMEL031734g1" 10 24 42
"HMEL030438g1" 2 14 29
"HMEL012191g1" 125 649 646
"HMEL035093g1" 201 863 846
"HMEL013684g1" 61 345 394
"HMEL013540g1" 85 349 411
"HMEL012244g1" 0 1 11
"HMEL012100g1" 32 148 192
"HMEL007170g1" 0 6 3
"HMEL037882g1" 254 882 759
"HMEL036586g1" 0 0 0
"HMEL036442g1" 0 3 4
"HMEL035146g1" 142 604 603
"HMEL035002g1" 4 0 0
"HMEL012244g2" 0 6 14
"HMEL012917g1" 7 27 8
"HMEL008663g1" 41 157 85
"HMEL006547g1" 21 85 77
"HMEL005107g1" 1633 5224 4748
"HMEL037935g1" 1775 7302 6190
"HMEL036639g1" 2 11 0
"HMEL010293g1" 47 135 132
"HMEL034491g1" 15 78 9
"HMEL033195g1" 0 0 0
"HMEL033051g1" 0 3 2
"HMEL011786g1" 0 14 7
"HMEL011642g1" 3 5 3
"HMEL010346g1" 170 687 1784
"HMEL010202g1" 2306 3752 4590
"HMEL005272g1" 190 877 809
"HMEL035984g1" 0 0 4
"HMEL035840g1" 0 0 1
"HMEL034688g1" 0 0 0
"HMEL034544g1" 0 1 0
"HMEL034400g1" 0 17 23
"HMEL033248g1" 0 0 9
"HMEL033104g1" 191 1415 1350
